Family,Species,Author,Info,Occurrence,Common names,Abundance,Max length,Maturity,Remark,Photo
Pomacentridae,Amphiprion biaculeatus,"(Bloch, 1790)",M,native ,"Spine-cheek clownfish (English), Spine-cheek anemonefish (English), Tomato clownfish (English) ",,17.00 cm TL male/unsexed ,,Known from Western Australia and Queensland (Ref. 75154). Also Ref. 7247. ,+ 
Pomacentridae,Amphiprion chrysopterus,"Cuvier, 1830",M,native ,"Orangefin anemonefish (English), Orange-fin anemonefish (English) ",,17.00 cm TL male/unsexed ,,Known from Queensland (Ref. 75154). Also Ref. 7247. ,+ 
Pomacentridae,Amphiprion clarkii,"(Bennett, 1830)",M,native ,Clark's anemonefish (English) ,,15.00 cm SL male/unsexed ,,"Reported from the Territory of Ashmore, Cartier Islands (Ref. 75154) and Shark Bay (Ref. 115274). Also Ref. 7247. ",+ 
Pomacentridae,Amphiprion frenatus,"Brevoort, 1856",M,native ,Tomato anemonefish (English) ,,14.00 cm TL male/unsexed ,,Recorded from Western Australia (Ref. 49596). ,+ 
Pomacentridae,Amphiprion latezonatus,"Waite, 1900",M,native ,"Wideband anemonefish (English), Blue-lip anemonefish (English), Wide-band anemonefish (English), Wide-striped anemonefish (English) ",,14.00 cm TL male/unsexed ,,"Occurs in southern Queensland, northern New South Wales, and Lord Howe Island (Ref. 7247). ",+ 
Pomacentridae,Amphiprion leucokranos,"Allen, 1973",M,native ,White-bonnet anemonefish (English) ,,12.00 cm TL male/unsexed ,,,+ 
Pomacentridae,Amphiprion mccullochi,"Whitley, 1929",M,native ,McCulloch's Anemonefish (English) ,,12.00 cm TL male/unsexed ,,"Known from Lord Howe Is. (Ref. 8879, 75154). Also Ref. 7247. ",+ 
Pomacentridae,Amphiprion melanopus,"Bleeker, 1852",M,native ,"Blackback anemonefish (English), Black anemonefish (English), Dusky anemone-fish (English), Red and black anemonefish (English), Red-and-black anemonefish (English) ",,12.00 cm TL male/unsexed ,,Known from Queensland (Ref. 7247). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). ,+ 
Pomacentridae,Amphiprion ocellaris,"Cuvier, 1830",M,native ,"Western clown anemonefish (English), Clownfish (English), False clown anemonefish (English) ",,11.00 cm TL male/unsexed ,,Occurs in the northern Great Barrier Reef (Ref. 7247). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 3132. Known from Queensland (Ref. 90102). ,+ 
Pomacentridae,Amphiprion percula,"(Lacepède, 1802)",M,native ,"Eastern clown anemonefish (English), Clown anemonefish (English), Orange anemonefish (English) ",,11.00 cm TL male/unsexed ,,Recorded from the Great Barrier Reef (Ref. 48636). Also Ref. 7247. ,+ 
Pomacentridae,Amphiprion perideraion,"Bleeker, 1855","Br, M",native ,"Pink anemonefish (English), False skunkstriped anemonefish (English), Pink skunk clown (English), Salmon clownfish (English), White-maned anemonefish (English), Whitebanded anemonefish (English) ",,10.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 7247. ,+ 
Pomacentridae,Amphiprion polymnus,"(Linnaeus, 1758)",M,native ,"Saddleback anemonefish (English), Yellow-finned anemone-fish (English) ",,13.00 cm TL male/unsexed ,,Northern Territory and Gulf of Carpentaria (Ref. 7247). ,+ 
Pomacentridae,Amphiprion rubrocinctus,"Richardson, 1842",M,native ,"Australian anemonefish (English), Northwest anemonefish (English), Red Anemonefish (English) ",,12.00 cm TL male/unsexed ,,Occurs in Western Australia and the Northern Territory (Ref. 7247). ,+ 
Pomacentridae,Amphiprion sandaracinos,"Allen, 1972",M,native ,"Orange anemonefish (English), Golden angelfish (English), Skunk anemonefish (English) ",,14.00 cm TL male/unsexed ,,Known from Western Australia (Ref. 7247). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 48636. ,+ 
Pseudochromidae,Amsichthys knighti,"(Allen, 1987)",M,native ,"Bug-eyed dottyback (English), Bugeye dottyback (English) ",,4.50 cm TL male/unsexed ,,"Type locality, GBR (Ref. 48635). NW Shelf, GBR, W.A., Qld.; Scott Reef, W.A. and Raine Is. To the Capricorn Group, Qld. Museum: Number 8 Ribbon Reef, GBR, WAM P.28534-001 (Holotype). Also known from Great Barrier Reef and Coral Sea (Ref. 90102). Also Ref. 7300, 75154. ",+ 
Bythitidae,Anacanthobythites platycephalus,"Anderson, 2008",M,native ,,,10.65 cm SL male/unsexed ,,"Type locality, Lucky Bay, Western Australia, WAM P.28297-008 (holotype of Anacanthobythites platycephalus, 10.65 cm SL, male). ",- 
Bythitidae,Anacanthobythites tasmaniensis,"Anderson, 2008",M,native ,,,5.26 cm SL male/unsexed ,,"Type locality, Bathurst Channel, off Port Davey, Tasmania, Australia, CSIRO H6280-001 (holotype of Anacanthobythites tasmaniensis, 5.26 cm SL, male). ",- 
Monacanthidae,Anacanthus barbatus,"Gray, 1830",M,native ,"Bearded leatherjacket (English), Beardie (English), Jumping leatherjacket (English) ",,35.00 cm TL male/unsexed ,,"Found from North West Cape to Darwin (Ref. 5978), including Albany (3132) and Houtman Abrolhos Is. (Ref. 31792). Museum: CSIRO CA1418 (conspecific material). Also in Ref. 116003. ",+ 
Labridae,Anampses caeruleopunctatus,"Rüppell, 1829",M,native ,"Diamond wrasse (English), Bluespotted wrasse (English), Spotted chisel-tooth wrasse (English) ",,42.00 cm TL male/unsexed ,,"Known from the Great Barrier Reef and Lord Howe I. (Ref. 2334, 75154). Also reported from the Territory of Ashmore, Cartier Islands (Ref. 75154) and Shark Bay (Ref. 115274). ",+ 
Labridae,Anampses elegans,"Ogilby, 1889",M,native ,Elegant wrasse (English) ,,29.00 cm TL male/unsexed ,,"Occurs in Lord Howe Island, New South Wales and Norfolk Island (Ref. 2677). Reported from the Great Barrier Reef (Ref. 9710). ",+ 
Labridae,Anampses femininus,"Randall, 1972",M,native ,"Bluetail wrasse (English), Feminine wrasse (English), South seas wrasse (English) ",,24.00 cm TL male/unsexed ,,"Occurs in the Great Barrier Reef (uncommon) and Lord Howe I. (Ref. 9710, 75154). Also Ref. 2677. ",+ 
Labridae,Anampses geographicus,"Valenciennes, 1840",M,native ,"Scribbled wrasse (English), Geographic wrasse (English), Olive-green wrasse (English), Scribbled chisel-toothed wrasse (English) ",,31.00 cm TL male/unsexed ,,"Also known from Lord Howe Island (Ref. 2677, 75154). Recorded from Shark Bay (Ref. 115274). ",+ 
Labridae,Anampses lennardi,"Scott, 1959",M,endemic ,"Blue-and-yellow wrasse (English), Blue and yellow wrasse (English), Lennard's wrasse (English), Wrasse (English) ",,28.00 cm TL male/unsexed ,,"Museum: AMS I.22806-026, North West Cape to Darwin (Ref. 5978); WAM 21588, WAM 21589, Kendrew Island, Dampier Archipelago (Ref. 2677). Also Ref. 3132. ",+ 
Labridae,Anampses melanurus,"Bleeker, 1857",M,native ,"Blacktail wrasse (English), New Guinea wrasse (English), White-spotted wrasse (English) ",,12.00 cm TL male/unsexed ,,Reported from Lord Howe Island (Ref. 9710) and off Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 1602. ,+ 
Labridae,Anampses meleagrides,"Valenciennes, 1840",M,native ,"Speckled wrasse (English), Dotted wrasse (English), Spotted wrasse (English), Yellowtail wrasse (English) ",,22.00 cm TL male/unsexed ,,Known from the Great Barrier Reef; also northwest Australia and Lord Howe Island (Ref. 9710). Recorded from Shark Bay (Ref. 115274). Also Ref. 2334. ,+ 
Labridae,Anampses neoguinaicus,"Bleeker, 1878",M,native ,"Blackback wrasse (English), New Guinea wrasse (English) ",occasional (usually not seen) ,20.00 cm SL male/unsexed ,,Occurs in the Great Barrier Reef (Ref. 2677). Reported from Lord Howe Island (Ref. 75154). Also Ref. 48636. ,+ 
Labridae,Anampses twistii,"Bleeker, 1856",M,native ,"Yellowbreast wrasse (English), Twister wrasse (English), Yellowbreasted wrasse (English) ",,18.00 cm TL male/unsexed ,,Known from Western Australia (Ref. 49596). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). ,+ 
Callionymidae,Anaora tentaculata,"Gray, 1835",M,native ,,,6.00 cm TL male/unsexed ,,Ashmore Reef (Ref. 75992). ,+ 
Muraenidae,Anarchias cantonensis,"(Schultz, 1943)",M,native ,"Canton moray (English), Canton Island moray (English) ",,21.90 cm TL male/unsexed ,,Also Ref. 2334. ,- 
Muraenidae,Anarchias seychellensis,"Smith, 1962",M,native ,Seychelles moray (English) ,,29.00 cm TL male/unsexed ,,"Known from Rowley Shoals, W.A. (Ref. 7300). Local range includes Lord Howe I. (Ref. 1602). Also Ref. 2334, 33390. ",+ 
Anomalopidae,Anomalops katoptron,"(Bleeker, 1856)",M,native ,Twofin flashlightfish (English) ,,35.00 cm TL male/unsexed ,,"Known from Great Barrier Reef (Ref. 37816) and Coral Sea Islands Territory (Ref. 75154). Museum: Diamond Cay, CAS 49131. ",+ 
Antennariidae,Antennarius commerson,"(Lacepède, 1798)",M,native ,"Giant anglerfish (English), Black angler (English), Commerson's frogfish (English) ",,45.00 cm TL male/unsexed ,,"Known from Sydney, New South Wales (Ref. 7300) and Lord Howe (Ref. 1602, 75154). Also in Queensland and Western Australia (Ref. 90102). ",+ 
Antennariidae,Antennarius hispidus,"(Bloch & Schneider, 1801)",M,native ,"Shaggy anglerfish (English), Hispid frogfish (English), Zebra anglerfish (English) ",,20.00 cm TL male/unsexed ,,"Museum: CSIRO CA1689. From North West Cape to Darwin (Ref. 5978), Gulf of Carpentaria, Qld. to Sydney, N.S.W. (Ref. 7300). Also Ref. 6773, 33390. ",+ 
Antennariidae,Antennarius maculatus,"(Desjardins, 1840)",M,native ,"Warty anglerfish (English), Warty frogfish (English) ",,15.00 cm TL male/unsexed ,,"Reported from the Great Barrier Reef (Ref. 9710, 33390, 37816). Not supported by Ref. 6773. ",+ 
Antennariidae,Antennarius pictus,"(Shaw, 1794)",M,native ,"Painted anglerfish (English), Black angler (English) ",,30.00 cm TL male/unsexed ,,"Known froma Shoal Point, W.A. to Sydney, N.S.W. including Qld. and N.T. (Ref. 7300); also Lord Howe (Ref. 8879, 75154) and Norfolk Is. (Ref. 8879). Also Ref. 9002, 33390. Also found in Queensland (Ref. 90102). ",+ 
Antennariidae,Antennarius striatus,"(Shaw, 1794)",M,native ,"Striate anglerfish (English), Blotched anglerfish (English), Striped angler (English), Striped anglerfish (English) ",,25.00 cm TL male/unsexed ,,"Type locality of Phrynelox atra, Sydney, New South Wales, FMNH 21705 (Ref. 123477). Museum: CSIRO CA2314. Known from Houtman Abrolhos Ils, W.A. to Wollongong, N.S.W. including Northern Territory, Qld. (Ref. 7300) and Lord Howe (Ref. 5978, 75154). Recorded from Sydney Harbor (Ref. 48635). Also Ref. 5978, 6773, 7300, 33390. ",+ 
Antennariidae,Antennatus tuberosus,"(Cuvier, 1817)",M,native ,"Tuberculate anglerfish (English), Tuberculated anglerfish (English) ",,9.00 cm SL male/unsexed ,,"Known from Queensland (Ref. 75154). Also Ref. 2334, 33390. ",+ 
Epinephelidae,Anyperodon leucogrammicus,"(Valenciennes, 1828)","M, Fi, Lf",native ,"Whitelined rockcod (English), Slender grouper (English), White-lined cod (English), Whiteline rockcod (English) ",,65.00 cm TL male/unsexed ,,"Known from Rowley Shoals to Kendrew Is., Western Australia and from Lizard Is. to Rib Reef, Qld. (Ref. 7300); also from the Torres Strait Islands (Ref. 13465) and from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: ANSP 120005; AMS I.19472-103-104. Also Ref. 4787, 33390, 090102, 89707. ",+ 
Lutjanidae,Aphareus furca,"(Lacepède, 1801)",M,native ,Smalltooth jobfish (English) ,,70.00 cm TL male/unsexed ,,Also Ref. 55. ,+ 
Lutjanidae,Aphareus rutilans,"Cuvier, 1830",M,native ,"Rusty jobfish (English), Small-toothed jobfish (English) ",,110 cm TL male/unsexed ,,Reported from northern Australia (Ref. 33390). Also Ref. 55. ,+ 
Aplodactylidae,Aplodactylus arctidens,"Richardson, 1839",M,native ,"Marblefish (English), Keke (English), Kelpies (English), Marbled kelpfish (English), Sea carp (English), Southern seacarp (English), Stinky groper (English) ",,65.00 cm TL male/unsexed ,,"Type locality, Tasmania, MNHN A.7422 (holotype of Parhaplodactylus marmoratus, 47.4 cm SL) (Ref. 86913). Known from Bass Strait (common) to southern Tasmania and eastern South Australia (Ref. 9002). ",+ 
Aplodactylidae,Aplodactylus etheridgii,"(Ogilby, 1889)",M,native ,Notch-head marblefish (English) ,,45.00 cm TL male/unsexed ,,"Occurs in Lord Howe Island (Ref. 8879, 75154). ",+ 
Aplodactylidae,Aplodactylus westralis,"Russell, 1987",M,native ,"Western seacarp (English), Cockatoo morwong (English), Western Australian seacarp (English) ",common (usually seen) ,53.00 cm SL male/unsexed ,,Known from Western Australia and South Australia (Ref. 75154). ,- 
Apogonidae,Apogon coccineus,"Rüppell, 1838",M,native ,Ruby cardinalfish (English) ,,6.00 cm TL male/unsexed ,,"Known from Western Australia, Northern Territory, Queensland (including the Great Barrier Reef) and New South Wales (Ref. 7300). Also Ref. 1602, 33390. ",+ 
Apogonidae,Apogon crassiceps,"Garman, 1903",M,native ,"Ruby cardinalfish (English), Little red cardinalfish (English) ",,5.00 cm TL male/unsexed ,,"Known from Western Australia (including Dampier Archipelago), Northern Territory (Gulf of Carpentaria), and Queensland (including Great Barrier Reef) (Ref. 7300). Also known from Lord Howe Is. (Ref. 27665) and from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 90102, 93839, 76833. ",+ 
Apogonidae,Apogon doryssa,"(Jordan & Seale, 1906)",M,native ,"Night cardinalfish (English), Flame cardinalfish (English), Flathead cardinalfish (English), Sabre-spined cardinal-fish (English) ",,8.00 cm TL male/unsexed ,,Reported from the Coral Sea Islands Territory (Ref. 75154). Known from Great Barrier Reef (Ref. 90102). ,+ 
Apogonidae,Apogon semiornatus,"Peters, 1876",M,native ,"Halfband cardinalfish (English), Oblique-banded cardinalfish (English), Threeband cardinalfish (English) ",,7.50 cm TL male/unsexed ,,"Known from Western Australia, Northern Territory,Queensland and New South Wales (Houtman Abrolhos Ils, Western Australia to Jervis Bay, New South Wales) (Ref. 7300). Also Ref. 2334, 33390, 90102, 93839, 76833. ",+ 
Apogonidae,Apogon talboti,"Smith, 1961",M,native ,Flame cardinalfish (English) ,,14.00 cm TL male/unsexed ,,Known from the Great Barrier Reef (Ref. 2334). ,+ 
Apogonidae,Apogonichthyoides chrysurus,"(Ogilby, 1889)",M,native ,"Golden cardinalfish (English), Gentle gobbleguts (English) ",,4.00 cm TL male/unsexed ,,"Known from the Capricorn Group, Great Barrier Reef, Qld. and from Lord Howe Is. (Ref. 7300). ",+ 
Apogonidae,Apogonichthyoides melas,"(Bleeker, 1848)",M,native ,Black cardinalfish (English) ,,10.00 cm SL male/unsexed ,,"Known from Rowley Shoals (Ref. 37816). Also Ref. 1602, 90102. ",+ 
Apogonidae,Apogonichthyoides nigripinnis,"(Cuvier, 1828)",M,native ,"Two-eye cardinalfish (English), Black-finned cardinal-fish (English), Bulls-eye cardinal (English), Bulls-eye cardinalfish (English) ",,10.00 cm TL male/unsexed ,,"Museum: CSIRO CA1617. Known from Western Australia, Northern Territory, Queensland, including Great Barrier Reef and New South Wales (Ref. 7300). Also Ref. 4329, 5978. ",+ 
Apogonidae,Apogonichthyoides opercularis,"(Macleay, 1878)",M,endemic ,Pearlycheek cardinalfish (English) ,,7.00 cm SL male/unsexed ,,"Known only from west of Cape York in Queensland to North West Cape in Western Australia (Ref. 83499); including, the SE coast and from Darwin to Yirrkala in the Northern Territory (Ref. 7300). ",+ 
Apogonidae,Apogonichthyoides timorensis,"(Bleeker, 1854)",M,native ,"Timor cardinalfish (English), Timor cardinal (English) ",,9.00 cm TL male/unsexed ,,"Occurs in northern Australia (Ref. 27362), including the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2334, 90102, 93839. ",+ 
Apogonidae,Apogonichthys ocellatus,"(Weber, 1913)",M,native ,"Ocellate cardinalfish (English), Ocellated cardinalfish (English) ",,6.00 cm TL male/unsexed ,,"Known from Escape Reef to Capricorn Group, Great Barrier Reef, Queensland, Australia (Ref. 7300). Also Ref. 280, 1602, 33390, 37816, 90102. ",+ 
Apogonidae,Apogonichthys perdix,"Bleeker, 1854",M,native ,Perdix cardinalfish (English) ,,6.00 cm TL male/unsexed ,,"Known from Ningaloo Reef, Western Australia (a new record for Australia based on specimens at WAM (Ref. 7300). Also recorded from northern Australia (Ref. 48635), including the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 90102. ",+ 
Pomacanthidae,Apolemichthys trimaculatus,"(Cuvier, 1831)",M,native ,"Threespot angelfish (English), Three-spot angelfish (English) ",,26.00 cm TL male/unsexed ,,"Ranges south to North West Cape, Western Australia and the Great Barrier Reef (Ref. 33390). Also reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: NTM S.10752-002 (TGT3231) (Ref. 5978). Also Ref. 4859. ",+ 
Grammistidae,Aporops bilinearis,"Schultz, 1943",M,native ,Blotched podge (English) ,,9.90 cm SL male/unsexed ,,"Known from Escape Reef and One Tree Is., Qld. (Ref. 7300); including Rowley Shoals (Ref. 1602). Museum: Coral Sea, Holmes Reef, AMS I.30465-117. WA, Rowley Shoals, Clerke Reef, WAM P.28025-008. Serrurier I., BMNH 1996.10.15.1. South Murion I., MPM 31754 (Ref. 27020). Also Ref. 90102. ",+ 
Lutjanidae,Aprion virescens,"Valenciennes, 1830",M,native ,"Green jobfish (English), Green job-fish (English), Jobfish (English), Green jobfish (English) ",,112 cm TL male/unsexed ,,Reported from Lord Howe Island and off Territory of Ashmore and Cartier Islands (Ref. 75154). Recorded from Shark Bay (Ref. 115274). Also Ref. 55. ,+ 
Apogonidae,Archamia bleekeri,"(Günther, 1859)",M,native ,Gon's cardinalfish (English) ,,12.60 cm TL male/unsexed ,,"Known from Queensland, Cape Ferguson (Ref. 54391). ",+ 
